,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6220,6434-ttgjp,male,no,yes,yes,10,no,no_phone_service,dsl,yes,yes,yes,yes,no,yes,two_year,no,credit_card_(automatic),53.7,521.0,0
971,5002-gcqfh,male,no,yes,no,49,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),93.85,4733.1,0
5839,2077-mpjqo,male,yes,yes,no,7,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.4,533.05,0
2564,3230-wykir,male,no,no,no,18,yes,yes,dsl,no,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),82.0,1425.45,1
4915,2436-qbzfp,female,no,yes,yes,22,no,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic_check,39.2,849.9,0
3962,8972-hjwnv,female,yes,yes,no,7,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.55,646.85,1
5560,1346-pjwtk,male,no,yes,no,61,yes,no,fiber_optic,no,yes,yes,yes,no,yes,month-to-month,no,credit_card_(automatic),94.15,5731.85,0
1116,8461-efqym,female,no,no,no,38,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,24.25,914.4,0
5805,1697-nvvgy,male,yes,yes,no,19,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank_transfer_(automatic),66.4,1286.05,0
156,9167-apmxz,female,no,no,no,22,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),84.15,1821.95,0
2467,6559-rakoz,male,no,yes,yes,49,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,electronic_check,97.95,4917.9,0
3860,9862-kjtyk,male,no,no,yes,19,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),25.35,566.1,0
831,9650-vbuog,male,no,yes,yes,38,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.05,963.95,0
5454,2506-tnfco,female,yes,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.55,69.55,1
835,4250-waroz,male,yes,yes,yes,60,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,93.25,5774.55,0
2825,7610-tvopg,male,no,no,no,15,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,26.35,378.6,0
502,3957-hhlmr,female,no,yes,yes,70,yes,yes,dsl,yes,no,no,no,no,yes,one_year,no,bank_transfer_(automatic),65.2,4543.15,0
6580,7696-amhod,female,no,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one_year,no,credit_card_(automatic),78.0,3824.2,0
989,3280-nmuvx,male,no,yes,yes,34,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.6,678.8,0
3937,5712-vboxd,female,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),20.15,68.45,0
923,9199-pwqvc,female,no,yes,no,63,yes,yes,dsl,yes,yes,no,no,yes,yes,one_year,yes,credit_card_(automatic),79.7,4786.15,0
2044,2550-qhzgp,male,no,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.5,128.6,0
1980,1960-uycnn,male,no,no,no,10,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,95.25,1021.55,0
249,0959-whokv,male,no,no,no,42,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,one_year,yes,electronic_check,99.0,4298.45,0
3911,0991-brrfb,male,no,no,no,18,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,49.4,874.8,1
5152,8807-opmbm,female,no,yes,yes,55,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.65,1388.0,0
2683,8128-yvjrg,female,no,no,no,7,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,mailed_check,79.65,604.7,1
1346,2845-hsjcy,female,no,yes,yes,14,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,87.25,1258.6,1
6441,5084-oovcj,female,no,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),55.35,920.5,0
6033,6595-ygxit,male,yes,no,no,25,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,88.95,2291.2,1
3653,8106-gwqok,male,no,yes,no,38,no,no_phone_service,dsl,yes,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),60.0,2193.2,0
355,4572-dvcgn,female,no,no,no,10,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),80.25,846.0,1
744,1635-fjfcc,female,no,no,no,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),44.05,202.15,0
844,3027-ztdho,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,89.9,89.9,1
723,1589-agtlk,male,no,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,45.35,141.5,1
1976,9497-qcmms,male,yes,no,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.55,93.55,1
2955,4626-gyczp,male,no,no,no,7,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.85,635.6,1
4340,4468-ydovk,male,no,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank_transfer_(automatic),48.65,235.2,0
2214,8337-mssxb,female,no,no,no,14,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,86.3,1180.95,1
5394,5118-mueyh,female,no,yes,no,48,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),105.1,5083.55,0
6715,1173-xzpyf,female,no,no,no,11,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,89.2,990.3,0
3648,9419-ippbe,female,no,yes,yes,51,yes,yes,fiber_optic,no,no,yes,no,no,yes,one_year,yes,electronic_check,90.15,4554.85,0
3870,1099-btkwt,female,no,yes,no,68,no,no_phone_service,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,54.4,3723.65,0
4488,3714-jtvov,female,yes,yes,no,42,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),74.15,3229.4,1
5842,2971-sgafl,female,no,no,no,13,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,78.75,995.35,0
3292,7284-buyec,female,no,no,no,5,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),50.95,229.4,0
6155,4903-uyavb,male,no,yes,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.35,126.05,1
1258,5529-gibvh,female,no,no,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.15,1046.2,0
2988,6295-osinb,male,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,109.65,7880.25,0
85,4445-zjnmu,male,no,no,no,9,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.3,918.75,0
746,6919-elbgl,male,yes,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),114.95,8196.4,0
5276,2725-iwwba,male,no,yes,yes,46,yes,no,dsl,yes,no,yes,yes,no,no,one_year,no,mailed_check,56.9,2560.1,0
1867,0923-pnfub,female,no,no,no,3,yes,no,fiber_optic,no,yes,no,no,yes,no,month-to-month,no,electronic_check,83.75,247.25,1
1315,5158-rivop,female,no,yes,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.9,202.3,0
5197,7566-dsrlq,female,no,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,110.15,7998.8,0
3898,2332-todqs,female,no,no,no,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),25.05,1171.5,0
5008,9150-kpbjq,female,no,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.65,116.85,0
962,9489-utfka,male,yes,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,no,bank_transfer_(automatic),60.9,551.95,0
4650,6509-tsgwn,female,no,yes,yes,37,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,26.45,911.6,0
265,0123-crbrt,female,no,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,88.1,5526.75,0
2428,2519-fakod,male,no,no,yes,38,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),99.25,3777.15,1
4116,2466-fccpt,female,no,yes,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.7,395.6,0
3086,3853-lygam,male,no,no,no,17,yes,yes,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),95.65,1640.0,0
3139,1142-waczw,male,no,no,no,2,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),29.85,75.6,1
2069,6356-elrkd,female,no,no,no,1,yes,no,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.6,95.6,1
4202,3146-jtqhr,male,no,yes,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.6,189.45,0
4533,5360-ljcnj,female,no,yes,no,71,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),105.15,7555.0,0
1800,6650-vjonk,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),43.85,43.85,0
2235,9917-kwrbe,female,no,yes,yes,41,yes,yes,dsl,yes,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),78.35,3211.2,0
3543,0853-twrvk,male,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,two_year,no,bank_transfer_(automatic),105.6,7581.5,0
3062,8070-aawzp,male,yes,yes,no,24,no,no_phone_service,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed_check,34.25,828.2,0
2212,8076-fezkj,male,no,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.5,225.85,0
6856,4534-wgcir,female,no,yes,yes,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.15,1509.9,0
4266,5445-pzwgx,male,no,no,no,62,yes,yes,fiber_optic,yes,yes,no,yes,no,yes,one_year,no,electronic_check,102.0,6529.25,1
6634,1465-vindh,female,no,yes,yes,10,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),102.1,1068.85,1
1985,8901-hjxtf,female,no,yes,yes,12,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,29.2,309.1,1
1371,6567-hoopw,female,yes,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.2,79.2,1
2122,4123-fcvcb,female,no,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,yes,mailed_check,75.85,854.45,0
5772,8645-komjq,male,no,yes,yes,69,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),81.95,5601.4,0
3907,2139-fqhlm,male,no,no,no,19,yes,no,fiber_optic,no,no,yes,yes,yes,no,month-to-month,no,mailed_check,89.95,1682.4,0
6761,2369-fevno,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.9,19.9,0
5254,4393-geadv,male,no,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),114.75,7842.3,0
5223,1241-ezfmj,male,no,yes,no,61,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.45,1538.6,0
2057,2189-uxtky,female,no,yes,no,22,yes,yes,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,electronic_check,79.2,1742.75,1
6894,1400-mmyxy,male,yes,yes,no,3,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.9,334.65,1
5663,2824-myybn,female,no,yes,yes,37,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.25,3314.15,0
3947,4324-ahjks,female,no,no,no,5,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),55.8,300.4,0
2058,0744-bikkf,male,no,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.65,6224.8,0
3711,4877-tsoff,female,no,yes,yes,55,yes,yes,dsl,yes,yes,no,yes,no,yes,one_year,yes,bank_transfer_(automatic),75.75,4264.25,0
2904,2115-bftiw,male,no,no,no,25,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,mailed_check,70.95,1767.35,1
4922,7839-nuiaa,female,no,yes,yes,61,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic_check,59.8,3641.5,0
3838,7714-yxsmb,female,no,no,no,26,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),100.5,2599.95,0
6326,3249-vhrip,female,no,no,no,62,no,no_phone_service,dsl,no,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),43.6,2748.7,0
6975,1904-wajaa,female,no,yes,yes,24,yes,yes,dsl,yes,yes,yes,no,no,no,two_year,no,electronic_check,64.35,1558.65,0
284,9512-uibfx,male,no,yes,yes,18,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,no,mailed_check,95.15,1779.95,1
95,8637-xjivr,female,no,no,no,12,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,78.95,927.35,1
6719,2509-tfpju,male,no,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.75,1864.2,0
2664,6242-sgyts,male,no,yes,yes,62,yes,yes,fiber_optic,yes,yes,no,no,yes,no,one_year,yes,credit_card_(automatic),94.95,5791.85,0
3955,6704-utukk,male,no,yes,no,29,no,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,45.9,1332.4,0
3442,0468-yrpxn,male,no,no,no,29,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit_card_(automatic),98.8,2807.1,0
5998,0442-tdyuo,male,no,yes,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.05,1036.0,0
6922,9398-mmqto,male,no,no,no,3,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),74.45,221.1,0
2649,3027-ynwzu,female,no,yes,no,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.0,1584.8,0
6554,2856-hyapg,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,68.65,68.65,1
2280,2754-sdjrd,female,yes,no,no,8,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),100.15,908.55,0
5536,0778-nella,male,no,no,no,9,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),34.7,296.1,1
2521,5373-sfodm,male,yes,yes,no,36,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),85.25,3132.75,1
5964,9782-lgxmc,female,no,yes,yes,49,yes,no,dsl,yes,no,yes,yes,no,no,month-to-month,no,bank_transfer_(automatic),61.75,3024.15,0
3613,1925-lfczz,male,yes,no,no,55,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),50.05,2743.45,0
5931,0011-igkff,male,yes,yes,no,13,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,98.0,1237.85,1
1284,8711-lobky,male,no,yes,yes,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,1188.25,0
4022,5863-ookcl,female,no,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,18.85,163.2,0
2003,1447-pjgga,female,no,no,no,57,yes,no,fiber_optic,no,no,yes,no,yes,yes,two_year,yes,electronic_check,95.25,5464.65,1
5346,0771-chwsk,male,no,no,no,66,yes,yes,dsl,yes,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),74.6,4798.4,0
2153,7978-dkuqh,female,no,yes,no,25,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,74.6,1797.75,0
3764,6674-kvjhg,female,no,no,no,11,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,25.2,245.15,0
2239,8069-rhuxk,female,no,yes,yes,67,no,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,no,credit_card_(automatic),35.7,2545.7,0
3932,1304-necvq,female,yes,no,no,2,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,78.55,149.55,1
6039,5649-tjhov,male,yes,yes,no,27,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),36.5,1032.0,1
5352,6559-pdzlr,male,no,no,no,26,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,98.65,2537.0,0
4151,7733-udmtp,female,yes,no,no,57,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,55.0,3094.05,0
4578,7766-cltic,female,no,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,mailed_check,60.95,629.55,0
43,4671-vjlcl,female,no,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,yes,credit_card_(automatic),79.85,4861.45,0
3956,4587-vvtox,female,no,yes,no,6,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.3,545.2,1
5917,5144-pqcdz,male,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.95,59.25,0
5639,6490-fgzat,male,no,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.65,109.3,0
4416,6217-towgs,female,no,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),75.4,1322.55,0
5437,7000-wcevq,female,yes,no,no,20,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed_check,61.6,1174.35,1
2802,3001-cbhlq,male,yes,yes,no,32,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,104.9,3351.55,1
3089,5680-lqogp,female,no,no,no,68,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),82.45,5646.6,0
5127,8199-zllsa,male,no,no,no,67,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),118.35,7804.15,1
6434,6608-qqlvk,male,no,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic_check,50.5,50.5,1
5533,9279-cjeoj,female,yes,no,no,21,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.4,2025.1,0
6329,6603-qwspr,female,no,no,no,46,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),104.4,4904.2,0
4333,5325-uwtwj,male,no,yes,no,31,yes,yes,fiber_optic,yes,yes,no,yes,no,no,month-to-month,yes,credit_card_(automatic),90.55,2929.75,0
5893,3549-ztmnh,male,no,yes,yes,12,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.0,269.65,0
1809,9606-pbkbq,male,yes,yes,no,32,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.0,2642.05,1
1003,8917-faemr,female,no,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,784.25,0
